ECONOMY,"1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"Selected exporters of petroleum",4206.624,4477.271,5339.968,6614.971,7175.137,7846.776,8507.172000000001,9369.494000000001,10359.515,11078.77,11478.456,12480.997,12776.486,13295.332,14736.967,16174.487,17856.588,18819.435,20020.923,22449.7,24455.136,27073.359,29967.105,36102.404,38647.389,56734.287,129789.561,124125.301,146771.251,165656.141,169093.679,248615.31,347816.392,328712.496,283178.305,245955.934,239360.585,221798.018,183999.293,211690.217,211379.39,233247.15,267356.203184,189886.775824,198150.632736,188303.555168,215267.967056,251705.9984,293797.21,293053.79652,222521.91,274291.096632,407458.722644,363946.89,376521.995,462134.314,633441.971,886187.671,1094102.95,1273020.67,1733855.288,1113327.028,1462834.058422,1970575.904,2084403.472,1984533.920096,1846211.206445,1135294.013597,948001.696762,1183757.283011,1506553.23447
"Selected exporters of manufactured goods",5575.936,4866.415,6877.05,9379.785,7484.203,7035.396,7066.061,8224.245000000001,8597.638000000001,9213.727000000001,9217.058000000001,10432.57,10390.666,9916.629000000001,9952.397999999999,10831.874,11564.071,12542.033,13829.774,13616.244,14236.11,16192.337,17558.001,19612.782,24868.754,37567.414,49955.362,49492.354,62889.772,73353.587,91138.495,119784.362,156025.709,175831.003,177344.126,188751.827,219502.584,218809.487,237645.903,311339.6,381825.31,426085.2,475677.593751,538071.043639,609724.918495,670741.1574809999,802953.827442,987277.094593,1044184.289954,1125023.91126,1085373.871274,1168512.713107,1399765.126162,1318525.264905,1442257.149783,1721619.45874,2156020.65832,2532646.11359,3009156.24911,3515332.86596,4012430.04301,3338001.00237,4309145.71418,5123077.274,5364825.196000001,5631531.280569,5834587.445936,5472456.636874,5249494.383818,5792852.450173,6291906.772743
"Selected exporters of manufactured goods and primary commodities",5709.481,4374.943,5890.732,7428.392,6347.161,6981.081,6889.038,7277.881,7690.824,8078.38,8267.713,9158.311,8882.958000000001,8577.206,8560.055,9402.471,10269.28,11222.275,12345.234,12085.374,12219.85,13978.557,15537.591,16937.772,21861.604,33572.594,44378.162,43075.014,53103.032,63000.577,77013.105,98474.832,127655.869,149296.103,145330.446,154778.887,179924.234,179304.027,189373.743,242493.9,294392.01,319209.7,345275.379,380908.68,428790.15,459360.27496,549580.233,682411.568,723757.924,802326.2,793385.916,853298.81756,1026586.095768,986293.4399999999,1086046.8,1306894.291,1671212.925,1988032.89,2393791.107,2849935.349,3276623.594,2699201.24,3499028.514056,4175579.193854,4361979.626,4564429.358287,4731175.597387,4470040.467965,4257526.752016,4712048.692855,5127524.452676
"Selected exporters of agricultural products",3367.06,2553.224,2986.801,3290.908,2748.762,3234.635,3106.068,3029.222,3201.974,3375.127,3346.15,3193.174,3282.56,3288.048,3577.944984,4050.714984,4660.814984,4871.780984,4824.861984,4789.978984,4964.906984,5411.605,6425.477984,6197.406,7114.312,10433.434984,14792.413,14801.184984,17648.499984,22261.9,23572.122984,28081.535984,32191.398,31958.06,29709.172,29808.738,30934.242,30601.87,29556.765,27573.3575,31322.305,34402.501,39993.239,35581.4765,35293.25585,36367.1562925,42577.104348,52351.573614,59026.846064,63385.943242,60789.296185,56681.65723,62496.606677,62364.37371148,67443.40166279,74810.77739302001,88812.54940501,102729.588936,119252.421174,138311.036207,170888.913886,140214.086224,169684.467636,203043.627183,193986.517,192592.464732,189199.668972,159125.086066,155401.478427,164335.247812,172441.926285
"Selected exporters of minerals and mining products",972.285,903.568,1008.499,1362.996,1498.263,1517.273,1703.327,1938.834,2189.736,2043.459,1779.322,2164.803,2414.308,2325.68431,2448.55797,2673.5472,2622.7691,2751.5529,3371.9025,3379.2937,3760.3564,4492.5923,5025.0298,4764.3273,4411.637,5714.859,8571.009,6603.818,7458.136,8102.428,8721.727999999999,13221.505,17524.717,14713.236,14016.456,13858.506,14001.656,13966.231,14274.716,16867.123,19830.681,22303.967,22465.207,21886.125,22833.5318,22268.8061,26377.803,33972.1867,35543.1539,37909.18042,33808.29224,34798.711696,38002.844322,37027.791,38063.511,44470.347,63047.03,79260.54700000001,109470.986,127095.583,131102.674,110944.703,146711.58355,178044.618419,177029.459833,174869.032191,171640.972668,140871.813669,144480.595668,170173.449738,184221.805791
"Net food-importing economies",23968.685,24922.152,28598.619,38479.008,36884.434,38437.653,41609.759999,46495.787999,51341.352999,56326.290999,57016.519,61374.558999,67818.495159,70819.4333,74324.99198399999,82177.409684,91299.278984,100670.156384,109592.520984,116212.081984,129514.257914,149301.73898,173160.753474,200149.08039,237721.12107,326319.765504,497774.90698,510787.517584,582120.183904,673350.75,779247.775984,990256.629447,1236065.280306,1207473.091842,1109938.080863,1069348.001938,1124196.743377,1133251.621,1275119.700478,1525727.055,1714252.65,1846638.039,2121352.924094,2148671.186274,2371344.118508,2336675.844166,2665096.604856,3181729.268035322,3287445.942736173,3352933.020381916,3265647.324392178,3399611.508153019,3830474.2798613,3648821.835025,3890336.895962616,4653324.788625176,5734596.274796444,6535500.425972,7600807.617794,8804064.879968001,10158304.040209,7802782.471509,9550204.439161999,11470164.474804,11644965.680378,11936728.369012,11894143.170694,10279492.34192,9862043.962642999,10878847.547973,11986128.9228395
"  Net food-importing developing economies",9051.698,8419.623,10861.169,13903.013,12515.208,13070.291,13629.396999,15007.220999,16448.779999,17393.354999,18084.316,18662.576999,18851.018159,18280.4383,18714.489984,21160.492684,23453.133984,24750.684384,26233.736984,28234.677984,30221.081914,33723.22698,38064.059474,45408.96039,52051.31107,78361.10550400001,168032.84598,157572.018584,189039.360904,213158.219,222948.344984,321891.876984,451601.19,443372.165,380497.128,343517.057,359302.65,347036.311,316724.382,393880.459,450187.131,512817.075,588734.8673939999,616195.929774,673329.1909460001,706462.553708,809138.831576,967502.081952661,1045970.921690323,1108976.958478954,1003041.100322408,1104342.252589918,1394474.32962,1286252.291788,1399980.166709,1705287.69229,2197071.2091779,2703844.0669,3245760.16998,3788705.722695,4533430.954504,3562488.647353,4576499.022934,5622368.121254,5945330.905734,6108658.799627,6120559.622969,5299583.291474,4962423.560764,5517655.908601,6116512.735881045
"  Net food-importing transition economies","..","..",6,9,13,11,10,13,19,29,29,34,49,49,41,48,60,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",258.293,305.3,230,100,52613.47545,54477.09558,78477.19,96753.116,105586.569,102969.166,88143.626,90689.337289,125479.4,122529.19,129036.726,163948.658,222142.957,297507.862,378322.005,454189.73,612406.97,396083.41,521047.195,686761.758,694672.719,687542.8754040001,654503.641692,441340.011928,366373.206686,458094.790704,574177.894738
"  Net food-importing developed economies",14916.987,16502.529,17731.45,24566.995,24356.226,25356.362,27970.363,31475.567,34873.573,38903.936,38903.203,42677.982,48918.477,52489.995,55569.502,60968.917,67786.145,75919.47199999999,83358.784,87977.404,99293.17600000001,115578.512,135096.694,154740.12,185669.81,247958.66,329742.061,353215.499,393080.823,460192.531,556299.431,668364.752463,784464.090306,764100.926842,729440.952863,725830.9449379999,764894.093377,786215.3100000001,958395.318478,1131846.596,1263807.226,1333515.664,1532388.0567,1532375.2565,1645401.452112,1575736.194878,1777480.58328,2117474.07008266,2135888.45204585,2140986.895902962,2174462.59806977,2204579.9182741,2310520.5502413,2240040.353237,2361320.003253616,2784088.438335176,3315382.108618544,3534148.497072,3976725.442814,4561169.427273,5012466.115705,3844210.414156,4452658.221228,5161034.59555,5004962.055644,5140526.693981,5119079.906033,4538569.038518,4533247.195193,4903096.848668,5295438.29222045
"Major net food-importing economies",19073.108,19258.876,22344.527,30451.324,28950.126,29873.449,32441.871,36423.188,41121.543,45331.052,46058.031,49536.96,54195.88116,56660.2583,59567.883,65741.0297,73418.83900000001,81475.1844,89219.48299999999,94688.06,105825.93693,122403.66698,140836.50249,164130.40139,193353.66607,265586.14752,416238.82698,419836.8306,482408.53092,558838.888,647214.96,824539.7340000001,1038429.909,1022327.777,939890.3100000001,903082.959,952887.133,967146.77,1084027.683,1305398.365,1471091.086,1585236.028,1825418.601184,1855147.258824,2034413.725248,2010189.9322,2297008.587096,2736295.393952,2831844.541,2897926.266744,2793899.332136,2917935.581264,3323336.684941,3137705.407091,3354296.583057,4007129.240109,4953557.71639,5677960.761398,6619307.384449,7650277.21382,8802732.065997999,6768746.905482,8361598.33027,10039530.691555,10271736.42109,10525200.325417,10472500.721584,9093677.320839001,8696515.708102001,9588115.507379999,10544183.31835092
"Net food-exporting economies",32640.344,31603.699,30711.533,41154.263,39071.159,38409.354,39254.584,42936.951,48016.601,51303.043,46704.071,49852.734,55631.961,58094.13731,60599.12797,65890.3502,74665.6491,79250.76390000001,86871.8235,91039.3147,100882.7904,114135.5053,129837.2558,138236.4383,163767.619,229871.511,310286.745,326483.782,366849.076992,404490.671304,470289.814008,598551.198808,723424.1629999999,724113.155,685432.5330000001,682464.652,738438.384,733580.347,757625.891,873907.8795,1035983.043,1131241.784,1254384.564051,1306274.677439,1411460.973305,1443566.0102935,1653841.712878,1991454.078207,2120302.796018,2242735.619502,2239971.202419,2320259.975743,2618111.664149,2541945.29661648,2605565.14714579,2932847.55893302,3484671.87772501,3961315.147526,4519055.419284,5206380.978067,5989489.544846,4752193.487719,5751137.593739,6867978.497779,6866726.843207,7012456.358153,7090931.376098,6251599.477144,6169053.821853,6853471.031494,7489436.732188554
"  Net food-exporting developing economies",9166.986000000001,8303.281000000001,9613.063,12262.855,10513.499,10532.874,10750.72,11445.394,11919.294,11942.305,10877.847,12017.539,12503.375,12798.01031,13170.60797,14226.4752,15081.6931,15931.0849,17334.6985,16941.2767,18064.6274,20369.2323,22085.0148,22621.1553,26471.35,38892.637,56783.241,53951.329,63391.237,76381.58100000001,86741.075,114722.641,151559.314,154997.596,148670.505,152954.12,166234.517,157762.205,146406.941,174538.5495,205599.503,229402.544,252542.724051,269241.937439,296767.886345,325298.9757735,383134.50299,464474.705207,503407.666018,547429.598502,530542.682419,565914.2876330001,663048.9097890001,639055.99061648,670523.0251457901,761491.01993302,929707.09972501,1103504.648526,1306431.278284,1512723.368067,1768156.830846,1442870.690719,1861138.542767,2276278.369391,2297868.794207,2326220.96461,2345139.322804,2097939.632056,2074741.628134,2348721.796774,2568596.097747554
"  Net food-exporting transition economies","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",12073.7,10270.1,13380,18676.2,20847.5,22408.2,20336.7,17955.9,22370.9,24284,26622,33802.4,47424.973,51298.4,59153.601,74913.198,112088.698,70714.257,88097.50260000001,123874.978,127980.8,118609.379,107510.4,80130.5,76825.3,91925.7,102997.406632
"  Net food-exporting developed economies",23473.358,23300.418,21098.47,28891.408,28557.66,27876.48,28503.864,31491.557,36097.307,39360.738,35826.224,37835.195,43128.586,45296.127,47428.52,51663.875,59583.956,63319.679,69537.125,74098.038,82818.163,93766.273,107752.241,115615.283,137296.269,190978.874,253503.504,272532.453,303457.839992,328109.090304,383548.739008,483828.557808,571864.8490000001,569115.559,536762.0280000001,529510.532,572203.867,575818.142,611218.95,699369.33,830383.54,901839.24,1001841.84,1037032.74,1102619.38696,1107996.93452,1257327.209888,1508303.173,1596047.63,1672897.821,1689091.82,1736389.78811,1932691.85436,1878605.306,1908420.122,2137554.139,2507539.805,2806512.099,3153470.54,3618744.412,4109244.016,3238608.54,3801901.548372,4467825.150388,4440877.249,4567626.014543,4638281.653294,4073529.345088,4017486.893719,4412823.53472,4817843.227809
"Major net food-exporting economies",31882.71,30889.341,29965.454,40106.953,37920.849,37313.68,37980.337,41522.838,46526.898,49869.297,45322.869,48355.206,54020.367,56475.934,58868.056,63941.203,72634.893,77038.806,84373.22100000001,88504.96000000001,98178.77,110990.827,126501.913,134611.471,160042.204,224996.052,303305.771,320494.046,360300.522,397306.003,462997.306,589580.347,711854.2780000001,713375.183,675896.178,673392.8490000001,729408.353,724611.6530000001,747784.494,862964.034,1023562.933,1118386.848,1240479.460751,1292298.585639,1390624.733495,1423164.258521,1629748.43689,1961267.766507,2087654.793618,2207309.245102,2205176.338059,2287283.244926,2581650.017603,2504398.890561,2565187.845744,2884563.381882,3423819.33773,3884068.783131,4425614.285103,5095396.307232,5849205.571513,4644404.33477,5618094.116993,6688594.977171,6674163.551,6825835.213621,6903087.971706,6094915.423831,6016894.096042,6680244.49074,7299721.270164
"BASIC",4168.75,3453.04,4204.72,5522.1,4848.4,5040.43,5243.2,5641.4,6096.01,6866.7,6909.62,7698.26,7155.81,6870.21,6749.03,7421.78,7864.14,8392.620000000001,9117.08,8666.4,9186.120000000001,9932.1,10416.83,11205.8,14239.77,21056.14,27673.15,29502.64,30470.24,35921.42,42056.2,54922.03,72341.84,74253.3,69526.88000000001,71780.74000000001,79758.35000000001,78421.56,81074.96000000001,98177.89999999999,116114.5,124983.1,135022.9,144536.2,163800.5,176092.4,214880.9,253769.3,261120.8,301821.4,294650.9,305317.5,376684.2,397003.6,465007.7,606875.7,812798.1,1031723.7,1286767.8,1601047.7,1904245.46,1581192.242,2097367.694532,2566140.95297,2687726.084,2862039.799,2983130.70304,2812911.678114,2623273.363698,2869215.33519,3146270.675015
"BRICS",4168.75,3453.04,4204.72,5522.1,4848.4,5040.43,5243.2,5641.4,6096.01,6866.7,6909.62,7698.26,7155.81,6870.21,6749.03,7421.78,7864.14,8392.620000000001,9117.08,8666.4,9186.120000000001,9932.1,10416.83,11205.8,14239.77,21056.14,27673.15,29502.64,30470.24,35921.42,42056.2,54922.03,72341.84,74253.3,69526.88000000001,71780.74000000001,79758.35000000001,78421.56,81074.96000000001,98177.89999999999,116114.5,124983.1,135022.9,144536.2,205839.5,220389.8,282259.9,336188.3,350805.8,388716.4,369094.9,380868.5,481717.2,498887.6,572308.7,742804.7,996005.1,1275521.7,1590318.8,1955450.7,2375851.46,1884580.242,2497997.694532,3088151.95297,3216982.084,3383875.799,3479937.70304,3154330.678114,2904983.363698,3222763.33519,3590278.675015
"Industrialized economies (UNIDO)",41027.799,42740.631,43548.493,59854.081,58774.108,58328.888,61791.577,69042.713,77259.879,85350.27099999999,81514.876,88381.44899999999,99951.477,105688.163,111872.987,121780.709,136602.061,148982.214,163600.281,173347.102,194804.892,224012.089,259087.89,289461.271,344960.699,473455.897,642647.594,683927.056,769997.137,876487.37,1042870.579,1295598.317,1535345.436,1525860.296,1457353.858,1456039.706,1556851.108,1573857.215,1795410.455,2117464.277,2428427.793,2605891.184,2943301.412935,2960991.832463,3180518.927743,3164977.099721,3608100.570538,4316971.699925,4468785.28541,4572283.126812,4545138.784354,4670987.0547351,5146399.8906053,4921890.479142,5114426.043116,5916500.649725,7063308.442864,7791450.615143,8817892.14405,10063412.519075,11337090.526864,8807765.031105001,10468510.94693,12352785.473385,12305821.737243,12596891.636343,12563406.532038,10957941.329373,10738718.820818,11782273.589854,12836617.51806045
"EIEs (Emerging Industrial Economies) (UNIDO)",11896.321,10526.167,12072.885,14913.851,13241.18,14581.524,15004.094,16186.669,17887.536,18842.111,18716.134,20092.701,20292.405,20476.437,21331.304,22959.764,25260.09,27038.223,28950.341,30549.784,31846.425,35275.852,38654.555,43350.993,50334.406,73706.986,135226.929,129464.921,149821.237,170232.642,183618.356,245632.674,352976.405,371805.243,326223.053,294012.255,300512.71,280410.801,253681.611,302203.485,341710.17,377677.095,415700.518,437046.269,481185.253,494595.248,578132.77,696582.8590000001,756243.461048,828267.308896,780821.125016,837086.474252,1039452.23639,1028515.234,1126844.496,1376312.508,1779530.225,2222853.643,2719338.741,3264994.549,3931114.204,3102021.038,4008002.117293,4977362.818808,5130315.89,5287388.340869,5362020.603865,4741622.737581,4501888.343506,5016290.952328,5569394.925522
"Emerging markets",15810.31,14698.364,17638.317,22501.593,20717.578,21828.439,22514.183,24476.427,26046.614,28025.31,28247.883,31398.814,32544.7,33118.056,35144.709,37695.148,40534.533,43514.021,46715.757,48821.24,52115.332,58534.242,64258.01,71911.436,86932.655,127898.802,216961.854,213495.04,253642.53,292851.08,323550.73,438831.45,590947,611961.35,548986.02,525764.3100000001,559687.92,530394.53,520015.1,628321.16,721885.6800000001,789847.87,858417.126935,859870.453463,946072.669231,1010325.666689,1193457.281498,1448807.309993,1560681.004002,1664804.922156,1554881.27829,1663286.748603,2048141.717394,1943605.701905,2101661.431783,2534836.68174,3248814.64832,3933077.90859,4710750.39811,5528790.76996,6587504.75001,5178954.08037,6652900.440719,8196917.653947,8488113.392000001,8721788.078985,8765592.478747999,7605972.262624,7209176.690119,8068464.591597,8939947.737345001
